order_id,order_date,customer_name,ciudad_cliente,product_name,category,manufacturer,quantity,unit_price_cop,ingreso_neto_item
265,,Lucía López,Manizales,SunDigital Air 1+,Telefonos,SunDigital,3,3440466.0,10321398.0
265,,Lucía López,Manizales,NeoGadgets Lite 9S,Wearables,NeoGadgets,1,2777853.0,2777853.0
265,,Lucía López,Manizales,SunDigital X 7+,Audio,SunDigital,3,4340127.0,11067323.85
265,,Lucía López,Manizales,TecnoPlus Max 6,Telefonos,TecnoPlus,3,4554433.79,13663301.370000001
266,2024-02-09,Jorge Torres,Bucaramanga,QuantumX X 3S,Telefonos,QuantumX,2,2293514.92,4587029.84
267,,Andrés Gómez,Pereira,ElectroNova Air 4+,Wearables,ElectroNova,1,3541120.0,3541120.0
267,,Andrés Gómez,Pereira,TecnoPlus Max 1,Telefonos,Tecno+,2,3603211.21,6846101.299
268,,Luis Flores,Cartagena,SunDigital Max 3+,Audio,SunDigital,2,2131777.0,3624020.9
268,,Luis Flores,Cartagena,QuantumX X 7+,Wearables,QuantumX,1,,
268,,Luis Flores,Cartagena,SmartGear Go 8,Accesorios,SmartGear,1,,
268,,Luis Flores,Cartagena,UrbanTech X 5+,Tablets,UrbanTech,2,3856110.0,6555387.0
269,2025-03-27,Luis López,Pereira,UrbanTech Pro 6,Accesorios,UrbanTech,3,2898043.0,7390009.649999999
270,,Sofía Gómez,Bogota,ElectroNova Pro 9,Tablets,ElectroNova,3,2062134.0,6186402.0
271,,Sara Flores,Manizales,QuantumX X 4S,Audio,QuantumX,1,3537767.0,3537767.0
272,,Felipe Díaz,Ibagué,BlueWave X 4S,Tablets,BlueWave,2,,
273,2023-07-11,Carlos Díaz,Cali,MegaDevices Go 2S,Audio,MegaDevices,1,3539574.0,3008637.9
274,,Valentina Gómez,Bogota,AlphaMobile Air 4+,Audio,AlphaMobile,2,,
274,,Valentina Gómez,Bogota,SunDigital X 4+,Accesorios,SunDigital,1,,
274,,Valentina Gómez,Bogota,MegaDevices Max 7S,Telefonos,MegaDevices,3,3992732.0,10181466.6
275,2024-04-19,Andrés Pérez,Medellin,UrbanTech X 2+,Wearables,UrbanTech,3,131.115,393.345
275,2024-04-19,Andrés Pérez,Medellin,ElectroNova X 6,Telefonos,Electro Nova,1,,
275,2024-04-19,Andrés Pérez,Medellin,UrbanTech Max 2S,Accesorios,UrbanTech,1,3586342.0,3227707.8000000003
276,,Juan Martínez,Medellin,SmartGear X 7+,Wearables,SmartGear,2,4530553.0,9061106.0
276,,Juan Martínez,Medellin,MegaDevices Max 3,Audio,MegaDevices,3,3744920.84,10111286.268
277,2023-05-10,Jorge Martínez,Cali,ElectroNova X 6,Telefonos,Electro Nova,3,3672842.0,11018526.0
277,2023-05-10,Jorge Martínez,Cali,BlueWave X 5S,Accesorios,BlueWave,1,2109362.64,2109362.64
277,2023-05-10,Jorge Martínez,Cali,SunDigital X 3,Accesorios,SunDigital,3,4581125.0,11681868.75
277,2023-05-10,Jorge Martínez,Cali,SunDigital X 7S,Wearables,SunDigital,3,3058774.0,7799873.7
278,,Jorge Torres,Villavicencio,QuantumX X 5,Accesorios,QuantumX,3,281530.59,802362.1815
278,,Jorge Torres,Villavicencio,BlueWave Air 9+,Audio,BlueWave,3,3565005.01,10695015.03
278,,Jorge Torres,Villavicencio,SmartGear Go 5+,Wearables,SmartGear,1,942638.4,942638.4
278,,Jorge Torres,Villavicencio,SunDigital X 7+,Audio,SunDigital,2,,
279,2023-04-28,Jorge Ramírez,Cartagena,TecnoPlus Max 1,Telefonos,Tecno+,1,,
280,,Sofía López,Ibagué,MegaDevices Pro 2S,Telefonos,MegaDevices,1,4725858.5,4253272.65
280,,Sofía López,Ibagué,QuantumX X 2+,Wearables,QuantumX,1,3658773.0,3658773.0
280,,Sofía López,Ibagué,BlueWave Air 9,Accesorios,BlueWave,3,919064.95,2343615.6224999996
280,,Sofía López,Ibagué,NeoGadgets Pro 8S,Tablets,NeoGadgets,1,682109.0,648003.5499999999
281,,María Flores,Villavicencio,TecnoPlus Pro 8,Telefonos,TecnoPlus,1,3645464.0,3645464.0
281,,María Flores,Villavicencio,TecnoPlus Lite 9S,Wearables,TecnoPlus,3,737726.0,1881201.3
281,,María Flores,Villavicencio,SmartGear Go 8+,Accesorios,SmartGear,3,,
281,,María Flores,Villavicencio,UrbanTech X 4S,Wearables,UrbanTech,1,509544.0,509544.0
282,, Diana Gómez ,Bogotá,ElectroNova Pro 9,Tablets,ElectroNova,3,2062134.0,5567761.8
282,, Diana Gómez ,Bogotá,BlueWave X 1+,Tablets,BlueWave,2,4167788.0,8335576.0
282,, Diana Gómez ,Bogotá,SunDigital Pro 9S,Audio,SunDigital,1,,
282,, Diana Gómez ,Bogotá,AlphaMobile X 5+,Telefonos,AlphaMobile,1,2087168.0,2087168.0
283,,Ana Hernández,Barranquilla,QuantumX Max 3,Tablets,QuantumX,1,,
284,,Camilo Gómez,Cali,ElectroNova Air 4+,Wearables,ElectroNova,3,3541120.0,10623360.0
285,,Valentina Gómez,Bogota,AlphaMobile Lite 7+,Audio,Alpha Mobile,2,660.927,1123.5759
286,,Valentina Pérez,Bucaramanga,BlueWave Air 1+,Wearables,BlueWave,2,2367508.0,4024763.6
286,,Valentina Pérez,Bucaramanga,SunDigital Go 6,Telefonos,SunDigital,2,,
286,,Valentina Pérez,Bucaramanga,MegaDevices X 6S,Audio,MegaDevices,2,365472.4,730944.8
286,,Valentina Pérez,Bucaramanga,BlueWave X 8+,Audio,BlueWave,3,2145528.0,6436584.0
287,,Lucía Hernández,Bucaramanga,MegaDevices Lite 1,Audio,MegaDevices,3,1843042.0,4699757.1
287,,Lucía Hernández,Bucaramanga,BlueWave X 8S,Wearables,BlueWave,3,,
288,,Diana Pérez,Bogota,UrbanTech Lite 8,Audio,UrbanTech,1,955649.54,812302.109
288,,Diana Pérez,Bogota,UrbanTech Lite 6+,Audio,UrbanTech,2,935324.0,1777115.5999999999
288,,Diana Pérez,Bogota,SmartGear X 7+,Tablets,SmartGear,1,1518588.0,1442658.5999999999
289,,Jorge Rodríguez,Bogota,QuantumX Go 9S,Accesorios,QuantumX,3,3619384.0,10858152.0
290,2025-03-15,Andrés García,Bogotá,ElectroNova Max 7S,Accesorios,Electro Nova,3,4304051.67,10975331.758499999
290,2025-03-15,Andrés García,Bogotá,SunDigital X 3,Accesorios,SunDigital,3,4581125.0,13743375.0
290,2025-03-15,Andrés García,Bogotá,BlueWave X 4+,Audio,BlueWave,3,1024089.0,3072267.0
291,,Sara Gómez,Barranquilla,SmartGear Max 2,Accesorios,Smart Gear,1,2478058.0,2478058.0
291,,Sara Gómez,Barranquilla,QuantumX Pro 5,Accesorios,QuantumX,3,918946.0,2343312.3
291,,Sara Gómez,Barranquilla,ElectroNova Air 4+,Wearables,ElectroNova,1,3541120.15,3364064.1424999996
292,,Valentina Martínez,Pereira,QuantumX X 2+,Wearables,QuantumX,3,3658773.0,10976319.0
292,,Valentina Martínez,Pereira,MegaDevices Air 9,Wearables,MegaDevices,3,2587697.0,6598627.35
292,,Valentina Martínez,Pereira,QuantumX Max 9+,Audio,QuantumX,1,2945109.0,2945109.0
292,,Valentina Martínez,Pereira,MegaDevices X 6S,Audio,MegaDevices,1,365472.0,310651.2
293,2025-01-10,Andrés Castro,Villavicencio,ElectroNova Air 7+,Tablets,ElectroNova,1,,
293,2025-01-10,Andrés Castro,Villavicencio,MegaDevices Lite 3,Telefonos,MegaDevices,2,1259263.0,2518526.0
294,,Jorge Torres,Pereira,MegaDevices Lite 3,Telefonos,MegaDevices,1,,
294,,Jorge Torres,Pereira,MegaDevices Pro 8+,Telefonos,MegaDevices,1,4780919.59,4780919.59
294,,Jorge Torres,Pereira,ElectroNova Lite 8S,Tablets,ElectroNova,2,,
294,,Jorge Torres,Pereira,SmartGear Air 6+,Tablets,SmartGear,2,,
295,2024-08-02,Camilo Ramírez,Ibagué,NeoGadgets Air 4+,Tablets,NeoGadgets,2,625543.0,1063423.0999999999
295,2024-08-02,Camilo Ramírez,Ibagué,AlphaMobile Lite 3S,Tablets,AlphaMobile,1,4548690.0,4548690.0
296,2024-03-20,Lucía Torres,Villavicencio,MegaDevices Lite 8,Telefonos,MegaDevices,1,598140.67,568233.6365
296,2024-03-20,Lucía Torres,Villavicencio,ElectroNova Pro 6,Tablets,ElectroNova,2,,
296,2024-03-20,Lucía Torres,Villavicencio,AlphaMobile X 5+,Telefonos,AlphaMobile,1,,
296,2024-03-20,Lucía Torres,Villavicencio,UrbanTech Go 9S,Audio,UrbanTech,3,,
297,2025-03-02,Valentina López,Bucaramanga,TecnoPlus Pro 3+,Telefonos,TecnoPlus,3,,
297,2025-03-02,Valentina López,Bucaramanga,ElectroNova Air 4+,Wearables,ElectroNova,3,,
297,2025-03-02,Valentina López,Bucaramanga,NeoGadgets Max 2S,Audio,NeoGadgets,1,,
297,2025-03-02,Valentina López,Bucaramanga,AlphaMobile Lite 4,Audio,AlphaMobile,2,4197136.0,7974558.399999999
298,,Valentina Pérez,Medellin,UrbanTech X 4S,Wearables,UrbanTech,3,509.544,1452.2004
298,,Valentina Pérez,Medellin,MegaDevices Max 3,Audio,MegaDevices,2,3744920.44,6740856.792
299,, Felipe Díaz ,Bucaramanga,MegaDevices Lite 9,Audio,MegaDevices,2,2094563.0,4189126.0
299,, Felipe Díaz ,Bucaramanga,MegaDevices Pro 8+,Telefonos,MegaDevices,2,4780919.76,8127563.591999999
299,, Felipe Díaz ,Bucaramanga,MegaDevices X 6S,Audio,MegaDevices,3,365.472,986.7744
299,, Felipe Díaz ,Bucaramanga,BlueWave Max 9S,Telefonos,BlueWave,2,2391470.0,4782940.0
300,,Luis Flores,Cartagena,BlueWave Max 1S,Telefonos,BlueWave,2,435.8,871.6
300,,Luis Flores,Cartagena,SunDigital X 7+,Audio,SunDigital,1,,
301,,Felipe Gómez,Cali,SmartGear Pro 7,Tablets,Smart Gear,1,1413163.0,1413163.0
301,,Felipe Gómez,Cali,QuantumX X 3S,Telefonos,QuantumX,1,,
301,,Felipe Gómez,Cali,QuantumX Lite 8S,Telefonos,QuantumX,3,583163.0,1574540.1
302,,Juan Díaz,Ibagué,BlueWave Max 1+,Telefonos,BlueWave,1,3370259.0,2864720.15
303,,Valentina Hernández,Cali,SmartGear Pro 5,Tablets,SmartGear,2,912386.0,1642294.8
303,,Valentina Hernández,Cali,NeoGadgets Lite 8,Telefonos,NeoGadgets,3,4879240.42,14637721.26
303,,Valentina Hernández,Cali,SunDigital Pro 9S,Audio,SunDigital,3,1271127.0,3241373.85
303,,Valentina Hernández,Cali,MegaDevices Lite 6+,Telefonos,MegaDevices,3,2039825.0,5201553.75
304,,Lucía García,Cartagena,AlphaMobile Go 4S,Accesorios,AlphaMobile,3,,
305,,Lucía Martínez,Cartagena,QuantumX Pro 5,Audio,QuantumX,1,1348529.0,1348529.0
305,,Lucía Martínez,Cartagena,UrbanTech Lite 6+,Audio,UrbanTech,2,935324.0,1870648.0
306,2023-06-21,Jorge Gómez,Cali,AlphaMobile X 5,Accesorios,AlphaMobile,2,3739918.37,7479836.74
306,2023-06-21,Jorge Gómez,Cali,BlueWave X 9+,Telefonos,BlueWave,2,,
306,2023-06-21,Jorge Gómez,Cali,ElectroNova Max 7S,Accesorios,Electro Nova,1,4304051.31,4304051.31
306,2023-06-21,Jorge Gómez,Cali,QuantumX Lite 8S,Tablets,QuantumX,2,3205747.0,5770344.600000001
307,,Sara López,Cali,BlueWave Air 7S,Telefonos,BlueWave,2,959346.42,1630888.914
307,,Sara López,Cali,AlphaMobile Lite 7+,Audio,Alpha Mobile,3,660.927,1784.5029
307,,Sara López,Cali,ElectroNova X 3S,Accesorios,ElectroNova,3,,
307,,Sara López,Cali,SmartGear Air 6+,Tablets,SmartGear,2,,
308,2024-06-13,Camilo Gómez,Ibagué,NeoGadgets Lite 8,Telefonos,NeoGadgets,3,4879240.0,14637720.0
308,2024-06-13,Camilo Gómez,Ibagué,QuantumX Max 3,Tablets,QuantumX,3,,
309,2024-12-26,Ana López,Ibagué,AlphaMobile Pro 4S,Audio,AlphaMobile,2,4941876.0,8895376.8
310,,Sara Pérez,Manizales,ElectroNova Lite 6+,Wearables,Electro Nova,2,384.376,768.752
310,,Sara Pérez,Manizales,NeoGadgets X 4S,Audio,NeoGadgets,2,3758108.0,7516216.0
311,,Juan Hernández,Villavicencio,UrbanTech Go 9S,Audio,UrbanTech,2,3162270.0,5375859.0
311,,Juan Hernández,Villavicencio,AlphaMobile X 5,Accesorios,AlphaMobile,3,3739918.0,10658766.299999999
312,,Diana López,Ibagué,BlueWave Max 1S,Telefonos,BlueWave,2,435800.0,740860.0
312,,Diana López,Ibagué,QuantumX X 4+,Audio,QuantumX,3,,
313,,Diana Castro,Cartagena,UrbanTech X 7,Wearables,UrbanTech,2,3118343.0,5924851.7
314,,Camilo Rodríguez,Medellin,SunDigital Air 5+,Tablets,SunDigital,2,,
314,,Camilo Rodríguez,Medellin,MegaDevices Pro 9+,Tablets,MegaDevices,1,,
314,,Camilo Rodríguez,Medellin,TecnoPlus Max 4+,Tablets,Tecno+,3,174657.78,523973.33999999997
315,,Luis Rodríguez,Bucaramanga,BlueWave X 4S,Tablets,BlueWave,2,1920018.0,3840036.0
315,,Luis Rodríguez,Bucaramanga,MegaDevices Air 7S,Audio,MegaDevices,2,2544378.17,5088756.34
316,,Paula Rodríguez,Ibagué,BlueWave Max 9S,Telefonos,BlueWave,3,2391470.0,7174410.0
317,,Sofía Rodríguez,Cali,NeoGadgets Air 3,Audio,NeoGadgets,3,,
318,,Carlos García,Bucaramanga,QuantumX Lite 8S,Tablets,QuantumX,3,,
318,,Carlos García,Bucaramanga,TecnoPlus Go 8S,Audio,TecnoPlus,3,,
318,,Carlos García,Bucaramanga,SunDigital Lite 1+,Telefonos,SunDigital,1,,
318,,Carlos García,Bucaramanga,BlueWave X 8S,Wearables,BlueWave,2,,
319,,Valentina López,Pereira,UrbanTech X 8,Telefonos,UrbanTech,2,1934925.0,3869850.0
319,,Valentina López,Pereira,MegaDevices X 3,Accesorios,MegaDevices,3,,
319,,Valentina López,Pereira,MegaDevices Air 6S,Wearables,MegaDevices,1,4738605.0,4738605.0
319,,Valentina López,Pereira,NeoGadgets Lite 9S,Wearables,NeoGadgets,2,2777853.0,4722350.1
320,,Jorge Ramírez,Cartagena,ElectroNova Go 2S,Audio,ElectroNova,1,875.8,832.0099999999999
320,,Jorge Ramírez,Cartagena,ElectroNova Max 5+,Wearables,ElectroNova,2,1353991.48,2572583.812
321,,Paula Ramírez,Barranquilla,AlphaMobile Go 1,Telefonos,AlphaMobile,1,645.533,645.533
322,,Jorge Castro,Medellin,UrbanTech X 8,Telefonos,UrbanTech,3,1934925.0,4934058.75
323,2025-06-06,Ana Flores,Bogota,QuantumX Max 3,Tablets,QuantumX,3,1299813.0,3314523.15
323,2025-06-06,Ana Flores,Bogota,QuantumX Pro 2+,Telefonos,QuantumX,2,,
323,2025-06-06,Ana Flores,Bogota,BlueWave Go 2S,Accesorios,BlueWave,1,3384331.0,3384331.0
324,2024-11-04,Juan Hernández,Cartagena,NeoGadgets Lite 9S,Wearables,NeoGadgets,3,,
324,2024-11-04,Juan Hernández,Cartagena,ElectroNova X 3S,Accesorios,ElectroNova,3,1294314.0,3688794.9
324,2024-11-04,Juan Hernández,Cartagena,SunDigital Go 6,Tablets,SunDigital,1,3909572.0,3909572.0
324,2024-11-04,Juan Hernández,Cartagena,MegaDevices Air 7S,Audio,MegaDevices,1,,
325,,Paula Pérez,Ibagué,TecnoPlus Air 6+,Wearables,TecnoPlus,1,4760928.0,4760928.0
325,,Paula Pérez,Ibagué,BlueWave Air 9,Accesorios,BlueWave,3,919064.0,2481472.8000000003
325,,Paula Pérez,Ibagué,TecnoPlus X 3+,Tablets,TecnoPlus,2,2276064.0,4096915.2
326,,Valentina Ramírez,Pereira,QuantumX Go 9S,Accesorios,QuantumX,1,3619384.87,3619384.87
326,,Valentina Ramírez,Pereira,UrbanTech Go 1,Telefonos,UrbanTech,3,,
326,,Valentina Ramírez,Pereira,SmartGear Air 5S,Audio,SmartGear,3,2498312.0,7494936.0
327,2023-06-16,Sofía Díaz,Bucaramanga,BlueWave Max 9S,Telefonos,BlueWave,2,2391470.0,4782940.0
328,,Valentina Martínez,Medellin,TecnoPlus Lite 5S,Audio,TecnoPlus,2,2274684.0,4549368.0
328,,Valentina Martínez,Medellin,SmartGear Pro 7,Tablets,Smart Gear,2,1413163.0,2402377.1
329,,Valentina Martínez,Medellin,SunDigital Lite 1+,Telefonos,SunDigital,2,2011440.59,3821737.121
329,,Valentina Martínez,Medellin,QuantumX Max 9+,Audio,QuantumX,1,2945109.0,2945109.0
330,,Luis Torres,Cali,BlueWave Lite 5,Audio,BlueWave,2,2147975.26,4295950.52
330,,Luis Torres,Cali,SunDigital Air 1+,Telefonos,SunDigital,2,3440466.0,5848792.2
331,,Sara Gómez,Barranquilla,BlueWave Max 9,Wearables,BlueWave,3,521205.0,1485434.25
331,,Sara Gómez,Barranquilla,ElectroNova Lite 6+,Wearables,Electro Nova,3,384376.38,1095472.683
331,,Sara Gómez,Barranquilla,UrbanTech X 4S,Wearables,UrbanTech,1,509.544,509.544
331,,Sara Gómez,Barranquilla,TecnoPlus Max 1,Wearables,Tecno+,3,1111854.0,3335562.0
332,,Ana García,Pereira,BlueWave X 8S,Wearables,BlueWave,2,1375195.0,2612870.5
332,,Ana García,Pereira,MegaDevices X 2+,Audio,MegaDevices,1,1647274.0,1400182.9
333,,Felipe López,Cartagena,MegaDevices Max 7S,Telefonos,MegaDevices,1,3992732.0,3992732.0
334,,Ana Martínez,Cali,UrbanTech X 6+,Telefonos,UrbanTech,2,3906698.0,7813396.0
334,,Ana Martínez,Cali,MegaDevices Pro 9+,Tablets,MegaDevices,2,,
334,,Ana Martínez,Cali,TecnoPlus Max 1,Telefonos,Tecno+,1,3603211.71,3603211.71
335,,Andrés Martínez,Medellin,NeoGadgets Go 6,Wearables,NeoGadgets,3,561349.0,1599844.65
335,,Andrés Martínez,Medellin,ElectroNova Pro 6,Tablets,ElectroNova,1,2535095.0,2535095.0
336,,Jorge Ramírez,Cartagena,BlueWave Air 9+,Audio,BlueWave,3,,
336,,Jorge Ramírez,Cartagena,SmartGear Go 8+,Accesorios,SmartGear,2,,
336,,Jorge Ramírez,Cartagena,SunDigital X 3,Accesorios,SunDigital,2,,
337,,Ana Rodríguez,Cali,QuantumX Lite 1,Telefonos,QuantumX,3,2769218.0,8307654.0
337,,Ana Rodríguez,Cali,BlueWave X 1S,Audio,BlueWave,1,2702286.0,2432057.4
338,,Lucía Flores,Ibagué,UrbanTech Pro 4S,Telefonos,UrbanTech,3,,
339,,Camilo Hernández,Manizales,MegaDevices Go 2S,Audio,MegaDevices,3,,
340,2025-02-04,Sara Rodríguez,Medellin,NeoGadgets Air 4+,Telefonos,NeoGadgets,1,,
341,,Sara Díaz,Manizales,MegaDevices Pro 2S,Telefonos,MegaDevices,1,,
341,,Sara Díaz,Manizales,AlphaMobile X 6+,Accesorios,Alpha Mobile,3,,
341,,Sara Díaz,Manizales,MegaDevices Air 9,Wearables,MegaDevices,2,,
341,,Sara Díaz,Manizales,AlphaMobile X 5+,Telefonos,AlphaMobile,1,2087168.0,1982809.5999999999
342,,Valentina Pérez,Barranquila,MegaDevices Lite 9,Audio,MegaDevices,2,2094563.0,4189126.0
342,,Valentina Pérez,Barranquila,BlueWave X 1+,Tablets,BlueWave,1,4167788.0,4167788.0
342,,Valentina Pérez,Barranquila,NeoGadgets Lite 8,Telefonos,NeoGadgets,3,4879240.33,14637720.99
342,,Valentina Pérez,Barranquila,MegaDevices X 6S,Audio,MegaDevices,2,365472.34,730944.68
343,,Juan Torres,Ibagué,NeoGadgets Max 4,Telefonos,NeoGadgets,3,474.283,1422.8490000000002
344,2024-12-18,María Flores,Villavicencio,QuantumX Air 4S,Telefonos,QuantumX,2,4501035.0,9002070.0
344,2024-12-18,María Flores,Villavicencio,MegaDevices Air 7+,Accesorios,MegaDevices,2,1572441.0,3144882.0
344,2024-12-18,María Flores,Villavicencio,SmartGear Go 2S,Wearables,SmartGear,1,467438.0,467438.0
344,2024-12-18,María Flores,Villavicencio,SmartGear Max 8,Telefonos,SmartGear,1,380.7,342.63
345,,Sara Díaz,Bogota,AlphaMobile Lite 3S,Tablets,AlphaMobile,1,4548690.0,4548690.0
345,,Sara Díaz,Bogota,MegaDevices Max 1S,Wearables,MegaDevices,2,3229192.0,5812545.600000001
345,,Sara Díaz,Bogota,MegaDevices Pro 5+,Audio,MegaDevices,2,,
346,2025-01-23,Ana Hernández,Barranquilla,UrbanTech Go 6S,Tablets,UrbanTech,1,2618642.0,2356777.8000000003
347,2023-05-11, Lucía Castro ,Barranquila,NeoGadgets Go 6,Wearables,NeoGadgets,1,561349.0,561349.0
347,2023-05-11, Lucía Castro ,Barranquila,AlphaMobile Max 9+,Tablets,AlphaMobile,3,,
348,,María Ramírez,Ibagué,MegaDevices Air 6S,Wearables,MegaDevices,3,4738605.0,14215815.0
348,,María Ramírez,Ibagué,SunDigital Air 5+,Tablets,SunDigital,3,1644942.0,4934826.0
348,,María Ramírez,Ibagué,ElectroNova Lite 8S,Tablets,ElectroNova,1,,
348,,María Ramírez,Ibagué,NeoGadgets Max 2S,Audio,NeoGadgets,2,,
349,,Luis Rodríguez,Manizales,ElectroNova X 3S,Accesorios,ElectroNova,1,,
349,,Luis Rodríguez,Manizales,NeoGadgets Max 4,Telefonos,NeoGadgets,3,474283.0,1280564.1
349,,Luis Rodríguez,Manizales,ElectroNova Go 2S,Audio,ElectroNova,3,875800.96,2627402.88
350,, Camilo Rodríguez ,Bogota,QuantumX Max 3,Tablets,QuantumX,2,1299813.77,2599627.54
350,, Camilo Rodríguez ,Bogota,BlueWave X 4S,Tablets,BlueWave,3,1920018.88,5184050.976
350,, Camilo Rodríguez ,Bogota,NeoGadgets Pro 4S,Telefonos,NeoGadgets,2,882431.0,1500132.7
351,,Paula Torres,Cartagena,AlphaMobile Pro 3,Accesorios,Alpha Mobile,2,1934422.0,3481959.6
351,,Paula Torres,Cartagena,NeoGadgets Air 4+,Telefonos,NeoGadgets,2,,
352,,Felipe Flores,Barranquilla,BlueWave Pro 7+,Wearables,BlueWave,3,,
352,,Felipe Flores,Barranquilla,UrbanTech Lite 1,Audio,UrbanTech,3,1325951.0,3778960.3499999996
352,,Felipe Flores,Barranquilla,MegaDevices Air 9,Wearables,MegaDevices,2,2587697.0,4657854.600000001
352,,Felipe Flores,Barranquilla,BlueWave Pro 8+,Wearables,BlueWave,1,387487.0,329363.95
353,, Lucía Castro ,Barranquila,UrbanTech Lite 9+,Tablets,UrbanTech,2,1133688.0,2154007.1999999997
354,,Valentina Díaz,Cartagena,AlphaMobile X 6+,Accesorios,Alpha Mobile,2,3667984.0,7335968.0
355,2024-12-13,Jorge Díaz,Cali,UrbanTech Lite 5,Audio,UrbanTech,1,,
355,2024-12-13,Jorge Díaz,Cali,TecnoPlus Max 1,Telefonos,Tecno+,3,3603211.0,10809633.0
356,,Sara López,Medellin,TecnoPlus Max 4+,Tablets,Tecno+,1,174657.0,174657.0
356,,Sara López,Medellin,BlueWave Go 8,Wearables,BlueWave,3,4914749.0,14007034.649999999
357,,Lucía Díaz,Barranquilla,TecnoPlus Go 1+,Telefonos,TecnoPlus,1,1970357.0,1773321.3
357,,Lucía Díaz,Barranquilla,NeoGadgets Go 5,Telefonos,NeoGadgets,1,2019395.3,1716486.005
358,,Sofía García,Bucaramanga,QuantumX Max 9+,Audio,QuantumX,1,2945109.0,2503342.65
358,,Sofía García,Bucaramanga,NeoGadgets Go 5,Telefonos,NeoGadgets,1,2019395.0,1716485.75
358,,Sofía García,Bucaramanga,SunDigital Max 3+,Audio,SunDigital,3,2131777.58,5755799.466
359,2024-05-30,Camilo Flores,Cali,UrbanTech X 7,Wearables,UrbanTech,2,,
359,2024-05-30,Camilo Flores,Cali,SmartGear Air 6+,Tablets,SmartGear,2,,
359,2024-05-30,Camilo Flores,Cali,BlueWave X 3,Accesorios,BlueWave,3,2994597.0,8085411.9
360,,Sofía García,Medellin,MegaDevices Pro 5+,Audio,MegaDevices,2,,
361,2025-06-26,Sara Díaz,Manizales,MegaDevices Lite 9,Audio,MegaDevices,3,2094563.0,6283689.0
362,,Andrés Rodríguez,Medellín,ElectroNova Air 4+,Wearables,ElectroNova,1,,
362,,Andrés Rodríguez,Medellín,QuantumX Lite 4S,Tablets,QuantumX,3,3657688.0,10973064.0
362,,Andrés Rodríguez,Medellín,MegaDevices Lite 6+,Telefonos,MegaDevices,1,2039825.54,1937834.263
363,,Jorge Pérez,Cartagena,AlphaMobile Max 8+,Audio,Alpha Mobile,2,416140.0,832280.0
363,,Jorge Pérez,Cartagena,NeoGadgets Pro 4S,Telefonos,NeoGadgets,2,882431.0,1588375.8
364,2023-01-03,Ana Díaz,Cali,ElectroNova Max 9S,Wearables,ElectroNova,1,394512.0,394512.0
365,,Paula Rodríguez,Bucaramanga,QuantumX Lite 1,Telefonos,QuantumX,2,2769218.0,5538436.0
366,,Sofía Flores,Villavicencio,NeoGadgets Go 6,Wearables,NeoGadgets,2,561.349,1066.5631
366,,Sofía Flores,Villavicencio,SunDigital Pro 6S,Tablets,SunDigital,1,4139865.0,3725878.5
366,,Sofía Flores,Villavicencio,BlueWave X 1S,Audio,BlueWave,2,2702286.98,5404573.96
367,,Luis Rodríguez,Manizales,ElectroNova Air 2+,Tablets,ElectroNova,2,624798.0,1062156.5999999999
368,,Jorge Torres,Cartagena,SmartGear Air 6+,Tablets,SmartGear,1,,
369,,Andrés Castro,Cali,NeoGadgets Max 4,Telefonos,NeoGadgets,3,474283.0,1280564.1
369,,Andrés Castro,Cali,MegaDevices X 2+,Audio,MegaDevices,2,,
369,,Andrés Castro,Cali,AlphaMobile Pro 3,Accesorios,Alpha Mobile,1,1934422.0,1934422.0
369,,Andrés Castro,Cali,AlphaMobile Go 8,Accesorios,AlphaMobile,1,2421613.0,2421613.0
370,,Valentina Hernández,Villavicencio,AlphaMobile Go 8,Accesorios,AlphaMobile,1,2421613.0,2300532.35
370,,Valentina Hernández,Villavicencio,ElectroNova Go 2S,Audio,ElectroNova,2,875800.0,1576440.0
371,,Paula Torres,Cartagena,UrbanTech Go 1,Telefonos,UrbanTech,1,1240130.0,1116117.0
372,2023-05-16,Ana Ramírez,Villavicencio,SunDigital Go 6,Tablets,SunDigital,2,,
373,2024-12-01,Diana Castro,Cartagena,UrbanTech Go 6S,Tablets,UrbanTech,3,,
373,2024-12-01,Diana Castro,Cartagena,BlueWave X 8S,Wearables,BlueWave,2,1375195.0,2750390.0
373,2024-12-01,Diana Castro,Cartagena,ElectroNova Air 9,Accesorios,ElectroNova,1,226.448,226.448
374,,Andrés Pérez,Bucaramanga,TecnoPlus Pro 3+,Telefonos,TecnoPlus,2,,
374,,Andrés Pérez,Bucaramanga,BlueWave Go 2S,Accesorios,BlueWave,1,3384331.95,3384331.95
375,2024-09-04,Valentina Rodríguez,Barranquila,QuantumX X 5,Accesorios,QuantumX,1,281530.0,281530.0
376,2024-03-01,Andrés Martínez,Pereira,BlueWave Max 1+,Telefonos,BlueWave,1,3370259.0,3370259.0
376,2024-03-01,Andrés Martínez,Pereira,NeoGadgets X 4S,Audio,NeoGadgets,1,,
376,2024-03-01,Andrés Martínez,Pereira,ElectroNova Pro 6,Tablets,ElectroNova,2,2535095.29,5070190.58
377,, Diana Ramírez ,Ibagué,QuantumX Lite 2S,Telefonos,QuantumX,1,,
377,, Diana Ramírez ,Ibagué,AlphaMobile Pro 4S,Audio,AlphaMobile,2,,
378,,Sofía García,Pereira,SmartGear Go 2S,Wearables,SmartGear,2,467438.0,888132.2
